user_id,item_id,artist_id,timestamp
18842,25919,4022,1393253152
18830,15840,4046,1393259965
18835,28948,3663,1393267872
18835,30387,3663,1393267872
18835,27977,2716,1393282282
18835,28043,16603,1393294725
18835,27980,2716,1393294725
18835,28952,3663,1393294725
18864,28042,16725,1393323346
14580,24424,10563,1393325627
18832,26691,15977,1393328427
18867,24663,13896,1393336799
18522,28155,7369,1393336995
18870,30050,8127,1393338709
6772,17223,3663,1393339114
6772,30388,3663,1393339114
8556,30327,807,1393537179
18917,30705,5549,1393589750
18116,30470,14557,1393606643
18116,25317,14557,1393606643
14550,26021,15370,1393677943
14550,29367,8603,1393677943
18939,29297,16998,1393688066
18939,30613,2716,1393688066
18939,29988,2716,1393688066
18295,24956,14760,1393699961
18946,29956,15931,1393716357
18946,29951,15931,1393716357
15555,30708,10260,1393787200
15555,30707,10260,1393787200
3762,29732,7369,1393805639
3762,29724,7369,1393806241
3762,29723,7369,1393806241
18943,30762,17660,1393869316
18968,29760,8361,1393879921
18609,28954,9310,1393894093
18609,25406,10664,1393894093
18842,22431,8254,1393907830
7258,27634,8603,1393934840
18981,16783,7708,1393942439
18992,29940,17586,1394021301
18992,29801,11157,1394021301
18993,27421,14720,1394022576
18993,27111,8495,1394022576
18993,27850,3305,1394022576
14800,29645,15720,1394023746
19001,26835,15931,1394058245
18832,25705,14334,1394109560
18998,27821,8919,1394132196
18998,27820,8919,1394132196
18728,28194,16919,1394192320
18313,30776,17185,1394201281
18313,30777,17185,1394201281
19017,29958,15931,1394205233
19017,27516,8603,1394210264
14807,29693,3997,1394212756
1787,29492,10664,1394218878
1787,28147,16725,1394218878
1787,26316,12858,1394218878
1787,29298,15931,1394218878
12381,11731,6630,1394265109
11814,25555,13710,1394295417
19027,21198,5850,1394295543
11814,27589,13710,1394295672
19035,26800,5294,1394363900
19036,30279,8603,1394387957
18571,17234,10346,1394389442
18835,26694,3997,1394450553
19017,30072,15527,1394466365
15949,16875,10260,1394482244
18998,28691,10986,1394488194
18998,30665,10664,1394488194
18377,6842,3674,1394498025
19058,30914,5549,1394546075
19070,22068,13129,1394577227
14697,22987,10209,1394631585
18413,16783,7708,1394662873
11045,30464,15720,1394711259
19109,30780,16040,1394731585
18377,31041,9428,1394804601
19061,25431,7303,1394809478
19061,30385,7303,1394809478
19061,30673,14227,1394809478
19061,27605,8257,1394809478
19061,28388,14227,1394809478
19126,29445,17378,1394827753
11045,31008,8603,1394854533
19139,27673,13559,1394883613
19139,29744,12776,1394883613
19139,29954,15931,1394883613
19149,30045,7367,1394918743
19149,30365,17566,1394918743
8836,29468,17372,1394974251
19165,13691,3240,1395001933
19165,27381,3240,1395001933
19165,30069,3240,1395001933
19165,14569,3240,1395001933
19167,29779,8174,1395008376
18632,30935,14720,1395153082
19196,30529,17146,1395153753
19209,30547,10549,1395233716
19194,30783,17586,1395241391
19214,21042,12372,1395258951
19214,21041,12372,1395258951
19214,21043,12372,1395258951
19214,21040,12372,1395258951
19214,21039,12372,1395258951
18377,27981,8286,1395301409
949,22428,8254,1395325359
949,30848,17207,1395325359
949,29507,10500,1395325359
949,29508,10500,1395325359
15747,28953,3663,1395325623
19224,23217,13724,1395326126
6893,23974,13724,1395332086
18924,13551,8518,1395335433
18924,13566,8518,1395335433
18924,29960,16725,1395335433
14924,22052,8027,1395340956
19228,31148,10159,1395345084
18536,28464,16849,1395352312
19234,30049,4022,1395352375
19239,9412,5365,1395385602
19239,30529,17146,1395385602
19246,29547,16383,1395418062
19243,25370,10886,1395420202
19255,30391,9331,1395432657
16817,27110,8495,1395450678
14835,29868,17508,1395504024
14835,26924,15995,1395504024
19267,28848,16203,1395511602
13419,30033,12932,1395523952
19281,29361,7367,1395578799
19282,30765,17660,1395587823
19281,23546,8731,1395589537
19286,28563,15675,1395614205
19290,28188,16898,1395645090
8539,9412,5365,1395655980
14658,29992,13607,1395672781
19297,24768,14635,1395680261
19298,30356,16725,1395681735
18313,29030,10209,1395681752
18313,29032,10209,1395681752
19304,20740,11742,1395714855
16954,31091,15931,1395741028
16954,30674,15527,1395741028
19143,30606,13559,1395776238
19312,30993,17372,1395778033
19313,31094,14227,1395781392
19313,31093,15931,1395781392
19313,30960,13710,1395781392
19313,30962,13710,1395781392
8171,22840,10209,1395827275
19232,21273,11916,1395829945
19232,22384,11916,1395829945
18566,15867,9549,1395843541
19328,31322,4022,1395866568
19331,30641,3663,1395871080
18112,28158,11193,1395873379
19335,29302,12904,1395930327
18224,14999,5234,1395931493
19125,13566,8518,1395939660
19342,13242,8327,1395956832
18999,25023,8890,1395957599
13001,28707,8578,1395959177
13001,30734,10986,1395959177
19126,26808,8361,1395960196
19263,28180,16040,1396003230
19358,25899,15061,1396029701
17034,30844,13559,1396033546
17034,25902,15527,1396033546
13068,21748,8578,1396094566
13068,28706,8578,1396094566
13068,25865,8578,1396094566
19370,25842,11954,1396101178
12263,30402,10986,1396206612
19411,19143,9410,1396268622
19433,28758,8154,1396365687
19442,22834,13482,1396398135
19442,22835,13482,1396398135
19442,11484,5850,1396398135
19442,24982,13482,1396398135
19456,18234,9410,1396469318
19017,31253,15527,1396541886
19467,14204,1969,1396543987
18187,28173,16040,1396696937
18187,30768,9933,1396786568
19500,29886,16845,1396805709
19504,26354,15675,1396907754
14716,29962,16725,1396975392
19534,11416,4046,1396985824
19534,9990,1169,1396985824
19539,17557,6001,1397001350
269,9990,1169,1397038885
19545,28291,16327,1397053603
19298,23248,8174,1397068659
19551,12667,7708,1397078488
19557,21198,5850,1397112839
19559,22075,7369,1397125932
19559,25475,13900,1397125932
19559,22196,4022,1397125932
17851,22852,4559,1397132818
19564,31139,8603,1397156931
19317,22823,2069,1397158512
19568,20587,9549,1397168179
269,12420,7519,1397213137
12945,31164,3663,1397242888
19585,30227,17517,1397308749
19587,28629,16603,1397321388
19594,30469,14557,1397387248
19570,25780,5234,1397483466
19602,29843,8105,1397489919
17663,30889,18692,1397520258
19643,22488,12892,1397709860
19643,22487,12892,1397709860
19647,13256,8327,1397728476
19061,14945,7303,1397761405
19657,23588,3305,1397807456
19656,30018,13533,1397808375
7295,28764,15001,1397825643
19157,18979,11179,1397902395
19672,30889,18692,1397918115
19587,29283,10664,1397941629
14800,28373,16714,1398112101
15181,22801,4398,1398141837
19707,12855,6001,1398153470
10702,25408,6567,1398159623
10702,30663,6567,1398159623
10702,21084,9410,1398159623
19717,30843,10986,1398190274
19504,26334,4022,1398204021
17857,26068,14720,1398247305
19727,28146,16725,1398254164
16773,19420,7268,1398284406
19740,18979,11179,1398327000
19661,31454,19311,1398350247
15481,25920,8361,1398353834
19576,29458,16953,1398356236
7023,28692,10986,1398362174
18318,28896,8154,1398367688
19734,29368,14227,1398372294
19754,28627,16603,1398375891
19755,30838,10986,1398376970
16407,25368,10886,1398389783
19545,31513,19517,1398392582
19762,11807,5791,1398414921
15566,30957,13710,1398443215
15566,31316,7235,1398443574
19774,23770,8578,1398450423
19776,15635,5850,1398454962
19762,22371,8495,1398500364
19394,24758,14581,1398524175
19394,30386,3663,1398524175
19394,29616,8401,1398524175
18957,14067,7636,1398530157
18957,28946,16725,1398530157
13931,23805,4959,1398533327
10626,17983,10260,1398535245
19370,31442,11157,1398537243
19610,31163,3663,1398584286
19720,19106,11312,1398608672
19661,29646,15720,1398680110
19661,31441,11157,1398686983
14063,27437,16357,1398687655
19246,29546,16383,1398713097
285,31432,10664,1398731009
19819,22053,8027,1398731229
19820,24354,9317,1398732764
19820,10584,3251,1398732764
19820,16199,9317,1398732764
19655,28477,12140,1398770877
19655,27999,16327,1398770877
19655,29194,14944,1398770877
19655,30919,16327,1398770877
19675,24209,4022,1398775413
19504,14013,473,1398778133
19504,30384,3663,1398778133
19504,21581,9063,1398778133
19370,22846,11157,1398790519
19507,30685,10197,1398795669
19507,30918,7268,1398795669
19525,25531,6943,1398797686
14692,31429,19247,1398800831
19799,29541,16725,1398809423
19765,18189,10773,1398813216
19765,18188,10773,1398813216
17600,24424,10563,1398814238
19830,24424,10563,1398814246
19836,30188,8603,1398814753
14175,25987,15502,1398815980
19797,30746,16725,1398816138
9047,15755,7303,1398858126
13762,31599,16714,1398886130
19853,27216,12136,1398892813
19841,27861,9310,1398968571
19841,31155,9310,1398968571
19841,29519,9310,1398968571
19790,28330,10651,1398987553
19886,27156,15720,1399132464
19900,22913,13606,1399212576
12373,30850,17378,1399225285
12373,31636,11742,1399225285
19922,23606,2716,1399308578
19661,25206,13875,1399329392
19931,28270,8731,1399378740
9518,31499,19533,1399382940
13662,26359,3276,1399385873
19932,31694,8305,1399387557
4906,29941,16725,1399467608
19939,31474,16725,1399505477
19198,31428,8603,1399552366
19975,27521,7636,1399585957
19819,17699,10544,1399592151
11241,16222,191,1399717710
17408,31612,15001,1399722522
17408,27693,15001,1399722522
19717,27235,12892,1399804654
16534,27489,16327,1399832872
16534,26503,13607,1399833124
16534,30580,13710,1399833252
19815,8302,3312,1399922146
20018,21213,8027,1399940349
20018,29913,17660,1399940349
20018,30764,17660,1399940349
19965,30393,2716,1399981147
20056,11637,6904,1399984585
15192,22244,8027,1400024100
20066,31244,9207,1400083275
20075,31233,17406,1400096975
20080,30464,15720,1400145123
20105,32049,17406,1400230867
19980,19823,251,1400238388
19980,29446,17378,1400238388
19980,29841,17378,1400238388
20108,30917,10986,1400249924
14835,32041,8731,1400274831
3045,29953,15931,1400358975
3045,26903,15931,1400358975
20146,22436,1385,1400440139
19061,31917,14227,1400479142
19061,28832,7303,1400479142
19289,26576,15782,1400504946
20158,26934,8919,1400509766
17408,31830,8341,1400537022
20189,31527,18692,1400585662
20189,19430,11179,1400585662
20195,32166,7636,1400616218
20199,30800,15502,1400623132
15181,31874,8603,1400662204
19818,29601,17378,1400677022
19504,27654,3663,1400678875
20210,30097,17141,1400679770
13712,21198,5850,1400701800
20018,20874,2716,1400708871
20135,16941,3312,1400713398
19784,31238,17226,1400758990
19525,26113,14642,1400774003
19525,24397,6943,1400779568
20236,30677,17378,1400786313
19819,30928,10544,1400791690
17127,29891,8361,1400923743
17127,28487,8674,1400923743
20257,24432,8120,1400930799
17408,27317,13613,1400930967
19717,31963,19033,1400936404
19717,31965,19033,1400936404
7299,31165,10159,1400943773
7299,26302,5294,1400943773
20264,30094,8238,1400951229
20264,26766,15931,1400951229
20264,31245,17660,1400951229
20264,29955,15931,1400951229
20264,27583,15931,1400951229
20129,15198,9331,1400966824
20209,29105,14334,1401020401
20209,29104,14334,1401020401
14692,24916,11208,1401024332
14692,28714,16953,1401024332
10702,30492,17320,1401024956
10702,10518,4933,1401024956
19267,31380,2716,1401029702
17013,31345,18834,1401031339
20280,31527,18692,1401054911
12754,30890,6961,1401105416
12754,29198,10209,1401105416
12754,28760,12140,1401105416
18366,29670,11954,1401136508
17127,23996,13710,1401143271
19656,31362,13710,1401177925
3626,31405,15931,1401189049
11177,25405,8174,1401197438
19922,31307,1143,1401205862
14539,25457,6943,1401211832
15566,27749,10007,1401217583
15566,30110,13607,1401217583
19232,29994,17233,1401220248
19232,21336,5338,1401221089
20317,12858,6001,1401234402
19819,25981,15440,1401241658
20322,11081,192,1401278141
8838,32285,2117,1401304619
18439,30201,10664,1401307595
20360,11446,192,1401556846
20360,11451,192,1401556846
20360,23130,13563,1401556846
15426,31998,13710,1401652291
20380,31341,4669,1401661592
19061,27341,8058,1401696293
19061,30484,14227,1401696787
20393,14864,5850,1401719929
18514,30523,16357,1401799864
20417,32355,2716,1401806212
20432,27522,14863,1401902782
20453,31892,16660,1402032058
20459,26458,15720,1402064742
20468,21198,5850,1402108669
20493,24424,10563,1402243541
20494,31191,7268,1402262916
19717,30517,10986,1402264438
20471,27195,5549,1402330391
20517,23651,13875,1402393283
20518,30299,16898,1402406956
19612,31425,13559,1402591207
19612,29867,15720,1402591207
19612,30666,15720,1402591207
19612,28001,10295,1402591207
20537,23958,12588,1402601046
20562,29425,16040,1402614417
18424,27145,8027,1402697513
20363,31194,8731,1402712185
20589,32501,13710,1402836562
20552,22669,9748,1402883441
20546,28941,16725,1402920102
12823,30823,10482,1402933378
285,31227,4426,1402949188
20609,7565,3975,1402953045
20609,11451,192,1402953045
20626,26692,8972,1403017273
20626,14284,4046,1403017273
20628,29731,7369,1403020433
20629,29455,16849,1403027490
20629,29456,16849,1403027490
19358,30712,1143,1403095175
4971,26295,15656,1403175293
4971,29227,12932,1403175293
4971,30486,16617,1403175293
20647,32115,8603,1403187364
20656,29871,10664,1403208195
19277,32473,8603,1403346147
18493,32312,17566,1403354640
18493,11457,192,1403354640
18493,11449,192,1403354640
18493,11458,192,1403354640
18493,11451,192,1403354640
18493,11455,192,1403354640
20678,32512,13176,1403360067
15566,30587,17505,1403446575
20691,32132,15720,1403468799
20691,26223,15720,1403468799
20678,32616,16383,1403477689
20700,30616,6943,1403526322
20702,31915,15675,1403540540
14800,19108,11312,1403613917
2883,28172,16040,1403615235
20725,10625,4426,1403650559
20736,28125,16357,1403704772
507,29504,5549,1403717356
20673,32131,3436,1403733568
20673,30316,3305,1403734281
13808,32686,8603,1403794344
20755,31456,19311,1403800085
20760,26727,15975,1403820187
20734,29961,16725,1403881365
20734,31144,3663,1403881365
20774,26460,15720,1403896187
20777,26847,15729,1403901862
20781,25784,5234,1403945672
16412,28893,15864,1403967496
20800,10017,294,1404058139
20809,13280,4738,1404120086
20809,16128,4738,1404120086
20815,16896,8120,1404140481
20815,13046,8120,1404140481
20678,25249,3240,1404143951
20678,28532,10886,1404143951
20819,32352,4022,1404164131
20825,31696,8305,1404203697
20822,31218,8105,1404214709
20789,29948,8603,1404216827
13808,32140,8603,1404222368
20639,22885,8361,1404226821
20789,12608,1761,1404227394
15192,32067,8027,1404314034
20841,30524,16357,1404315083
20417,30637,3663,1404318698
19504,32579,19455,1404319083
8679,27029,14720,1404319330
8679,10535,3436,1404319330
8679,10450,3436,1404319330
20310,32612,7367,1404326363
14175,13679,3824,1404328921
14175,13564,8535,1404328921
20847,32027,17146,1404335767
16925,28140,15975,1404389268
20851,20043,8174,1404402669
20851,20515,8919,1404402669
2707,32548,10986,1404413093
20872,32064,15675,1404481624
20900,32681,16617,1404584851
20903,19191,6943,1404589699
20906,28729,15656,1404610793
20909,19143,9410,1404642888
20913,23973,13724,1404655236
20143,31634,16203,1404670226
20899,10156,5234,1404737921
13808,32851,8603,1404739917
507,28977,2716,1404767876
507,31866,2716,1404767876
20940,32315,2342,1404794542
20946,32391,5850,1404846141
20680,29997,17320,1404850297
20948,28715,16953,1404860209
20949,31325,2716,1404862422
20951,32764,16327,1404918241
20961,31102,3240,1404944402
20962,31593,16327,1404946512
20964,29457,16849,1404964814
14190,28134,13533,1405013240
20974,19447,3240,1405026546
20974,15147,3240,1405026546
20965,19106,11312,1405027129
20947,17586,1385,1405077606
20978,17560,6001,1405078019
20926,24224,8027,1405276181
20926,24223,8027,1405276181
21033,32365,3663,1405322058
15416,32830,16725,1405357598
21047,32057,8603,1405369044
20209,29450,17378,1405431009
20209,32475,6803,1405431009
21055,31366,17378,1405432310
16155,31368,16357,1405438365
21053,11416,4046,1405446374
19717,32549,10986,1405465501
21071,24244,8919,1405513601
21031,32827,7303,1405514632
21083,32888,15001,1405555062
20380,31687,8305,1405593476
17013,31204,8058,1405602697
17013,32372,8495,1405602697
20850,28561,15675,1405652810
20850,26191,8603,1405652810
20850,26483,12932,1405652810
20850,32891,20715,1405652810
20850,33111,10986,1405652810
11690,32412,7208,1405683082
21101,23537,11193,1405695909
21105,29439,15292,1405709256
20435,17086,10295,1405722813
21111,26576,15782,1405757523
21047,16868,10260,1405790451
4971,32354,8578,1405803059
4971,32532,8578,1405803059
20129,31660,15931,1405811318
20129,29735,16401,1405811318
20129,31829,8341,1405811318
8860,30709,13559,1405866437
21047,31717,16725,1405868004
21137,31281,13607,1405887764
21137,32979,20029,1405887764
21137,29474,17378,1405887764
21137,31724,13710,1405887764
21137,31450,13607,1405887764
21002,25568,6943,1405891115
21110,28787,13710,1405894329
21110,32334,11568,1405894329
15271,26752,15797,1405897440
15566,32357,2716,1405947828
20760,32569,19455,1405947984
15566,23575,8919,1405948347
21041,11446,192,1405965311
21149,26254,8578,1405972564
20851,23456,8127,1405988666
20851,9412,5365,1405988666
19504,31489,19533,1406018354
21161,24245,10773,1406022666
10798,32632,1969,1406031005
21163,31706,19689,1406032877
19454,21273,11916,1406048679
19454,23596,13644,1406048679
19454,31859,8305,1406048679
19454,23127,13563,1406048679
19454,23791,13644,1406048679
19454,21274,11916,1406048679
20639,32488,20192,1406060932
20639,31613,14720,1406060932
14697,33195,13723,1406061684
21138,32749,2716,1406062818
21168,31527,18692,1406065297
21168,21617,12776,1406065297
21168,32482,18692,1406065297
20691,32458,1143,1406072036
20691,32132,15720,1406072036
21185,26092,8603,1406132216
21191,13689,3240,1406157212
285,32682,8603,1406214785
20851,33166,16921,1406286210
14323,12835,7835,1406495874
21278,30301,15720,1406677016
21278,30300,15720,1406677016
21307,31815,10886,1406832476
20595,25894,15292,1406891298
21318,33301,20029,1406903524
21318,32990,10986,1406903524
21321,32132,15720,1406914525
21321,27156,15720,1406914525
21321,27289,15720,1406914525
20914,32852,8603,1406983067
21202,32482,18692,1406986617
21366,33274,21103,1407102862
21378,33014,19455,1407169067
21345,33157,4669,1407246556
21317,33100,16595,1407262784
21317,29870,16919,1407262784
21317,25497,8361,1407262784
21317,32029,2716,1407262784
21317,32621,17660,1407262784
21317,31948,8058,1407262784
21317,30404,18191,1407262784
21317,29785,7303,1407262784
21317,30433,18191,1407262784
21317,32246,2716,1407262784
21317,31765,7303,1407262784
21317,21297,8058,1407262784
21396,19106,11312,1407278435
21396,11449,192,1407278435
21450,32894,17146,1407611629
14835,29183,10459,1407624197
19491,33036,19311,1407639810
21467,32512,13176,1407702542
21467,23940,13176,1407702542
21467,22297,13176,1407702542
21473,32510,13176,1407749554
21468,33013,20175,1407763769
21468,32683,20171,1407763769
21419,31961,6567,1407766001
19922,33242,21024,1407767892
21459,13244,8327,1407782760
21459,31675,19561,1407782760
19139,33572,7268,1407784985
20872,26356,15675,1407794602
21307,32812,16040,1407855567
21514,28978,16919,1407952410
21516,33586,2716,1407962374
21517,32487,18692,1407963013
21517,33411,20931,1407963013
21524,28501,12904,1408010192
21529,32385,5850,1408024379
21535,33483,219,1408049610
5863,32049,17406,1408055252
19184,26873,15995,1408056614
21547,12000,7268,1408127286
21557,30912,5549,1408189338
21568,32673,19421,1408273235
21317,33038,16595,1408279936
21317,33041,16595,1408279936
21317,33045,16595,1408279936
3054,30318,10664,1408296400
21583,32865,18584,1408350380
21498,32205,10651,1408381415
19922,32984,20008,1408393654
21592,30568,12776,1408527958
13762,33688,20328,1408637519
21633,33689,16998,1408637833
21635,33397,20535,1408646589
21635,29916,17660,1408647273
21648,33441,21273,1408707536
21658,31835,10920,1408733161
21658,32093,17660,1408733161
3423,33601,3254,1408830089
21564,32087,19955,1408835283
21681,20879,2716,1408911550
21682,29592,8154,1408916025
6539,23690,10935,1408975330
21694,33340,21243,1408982733
14934,33652,3436,1408984483
21686,21198,5850,1409004176
17774,33139,3663,1409031935
17774,33135,3663,1409032203
21707,30678,14642,1409039027
21708,33108,16725,1409056917
21708,29539,16383,1409056917
21524,33440,15931,1409072411
21524,24912,12904,1409072411
21719,10011,3080,1409135460
19675,32691,3262,1409139460
21721,33536,20812,1409140374
20914,32846,16603,1409144300
21367,32839,16357,1409159511
4323,30722,10544,1409168018
21664,31730,16919,1409170114
19819,33151,8027,1409187775
20146,31731,16919,1409234256
21743,11403,6400,1409245998
12754,32651,10209,1409246847
15566,33138,12858,1409247896
15566,32988,20750,1409247896
21745,33603,3254,1409255183
20209,32513,17660,1409285041
21752,31738,17378,1409313376
21755,11521,5850,1409317092
21110,32492,16725,1409319355
21110,33639,2716,1409319355
21110,29042,17226,1409319355
9237,32617,16383,1409324589
9237,22070,13129,1409324589
18763,27170,15729,1409331588
21759,27882,16626,1409347347
21760,16704,8361,1409348157
18924,11115,6567,1409362335
21768,33776,13710,1409402777
21776,32767,13607,1409424642
21782,30889,18692,1409501421
21796,31680,19615,1409580111
20970,26289,14478,1409589872
18525,26916,8603,1409677367
21792,29551,14227,1409689866
21792,31735,9207,1409689866
21792,33276,21103,1409689866
14167,33127,2716,1409754295
21796,32295,20171,1409760718
21524,20559,11732,1409773239
21524,22011,2342,1409773239
21524,32509,15502,1409773239
21524,24683,3305,1409773239
21524,33133,16617,1409773239
21524,32993,10346,1409773239
21524,33264,15001,1409773239
21831,32999,2716,1409790923
21848,23510,3262,1409934052
15429,25427,3240,1410010850
12263,33049,20722,1410030200
21868,33511,21268,1410087269
21882,29245,17076,1410155736
21883,29725,7369,1410169842
21478,33488,8105,1410185154
21478,32896,13544,1410185154
21872,31687,8305,1410217339
21897,16221,191,1410265169
18234,18451,10761,1410306998
18795,14987,4407,1410355749
21914,17960,8271,1410360514
13808,33779,8578,1410429378
21926,11324,5294,1410459978
21927,18712,8153,1410484542
9742,32286,17325,1410612976
21948,21566,8401,1410624694
21948,30876,18668,1410624694
20844,33637,2716,1410644590
7551,26680,15782,1410653147
15905,33275,21103,1410668340
21966,33915,15931,1410726488
21604,26950,16040,1410778115
21524,26250,8120,1410893620
22005,33999,20029,1410957479
21834,34028,21357,1410967052
21524,25909,15527,1410981789
22013,33624,17660,1410995321
22026,31833,8603,1411069072
22040,33583,6943,1411174067
21776,29534,8603,1411245272
20272,32856,15720,1411314575
20272,31762,13607,1411314575
22073,31527,18692,1411325038
19818,34044,16725,1411338125
22077,33888,10986,1411343909
22077,20186,11742,1411343909
22077,27588,15931,1411343909
22077,31409,15931,1411343909
16773,34016,3436,1411411357
17809,28285,16921,1411423053
22108,31103,3240,1411490579
22108,27395,3240,1411490579
22108,19447,3240,1411490579
22112,29721,7369,1411502545
22120,11412,4046,1411544838
22127,32426,20376,1411574352
22129,33658,3262,1411577498
21686,28599,11179,1411583905
21242,10584,3251,1411666789
14800,22954,7369,1411756024
22158,33048,20722,1411759253
20007,25877,3240,1411760860
17426,33503,8120,1411763691
21707,34233,19348,1411799407
22175,31544,19311,1411820778
22183,13251,8327,1411909476
21705,34188,15527,1411929727
22189,33173,7303,1411941327
22202,12124,6904,1411999272
22191,31527,18692,1412024389
22211,32228,13724,1412072260
19677,34000,17566,1412259191
22240,33898,21654,1412268896
17013,31759,10209,1412339098
17013,31760,10209,1412339098
17013,31745,10209,1412339098
22295,17080,9933,1412677957
22296,28403,15720,1412682261
22300,28624,16799,1412689983
20209,32949,17660,1412697685
22077,32987,20750,1412703924
22077,34045,10986,1412703924
22077,32806,15527,1412703924
22077,33271,13710,1412704369
22077,34032,20750,1412704369
19628,17033,10041,1412705473
19628,33416,20931,1412705473
19628,10913,559,1412705473
19628,19203,10713,1412705473
19628,27786,16603,1412705473
19628,13248,8327,1412705473
19628,32843,16603,1412705473
22024,33727,14227,1412706274
22024,27877,9172,1412706274
22024,21198,5850,1412706274
22024,28938,17092,1412706274
22024,28937,17092,1412706274
22024,29200,10209,1412706274
22024,23862,4959,1412706274
22024,32049,17406,1412706274
22024,27878,9172,1412706274
22024,27289,15720,1412706274
19628,10816,6001,1412716922
14658,30992,13559,1412751185
